Organization/Person Name,Description,Primary Job Title,Primary Organization,Investment Stage,Investor Type,Regions,Twitter,Website,Number of Investments,Number of Exits
Jules Pieri,Senior leader at three startups. Industrial designer. Harvard Business School Entrepreneur in Residence. ,Co-founder and CEO  ,The Grommet,Seed,Investment Partner,East Coast,@julespieri,www.julespieri.com,4,2
Nisa Amoils,"Host of Coinscrum, Forbes writer, attorney, author",VC,Grasshopper ,"Seed, Early Stage Venture",Investment Partner,East Coast,@amoilsnisa,www.nisaamoils.com,30,3
Anne M Dwane,"Love supporting early stage founders (in my day job as VC) and have been an angel investor.  I continue to invest.  Co-founded Military.com, acquired by Monster.  CEO Zinch, acquired by Chegg.  Chief Business Officer at Chegg before & after IPO.  Now Co-founder & Partner at Village Global. ",Early Stage VC,Village Global,"Seed, Convertible Note","Investment Partner, Individual/Angel",San Francisco Bay Area,@adwane,https://www.linkedin.com/in/dwane/,24,4
Minal Hasan,"Invests in democratization of info, capital, and wellness, including fintech, healthcare, auto tech, proptech, marketplaces, future of work, and consumer social.",Founder & General Partner,K2 Global,"Seed, Early Stage Venture",Individual/Angel,"West Coast, San Francisco Bay Area, Silicon Valley",minal_hasan,www.k2globalvc.com,40,10
Andrea Funsten,"Andrea leads Basecamp’s early stage investing practice. Prior to Basecamp, she was an investor at Fika Ventures and Expa, the venture studio started by Garrett Camp, where she helped manage the firm’s pre-seed practice investing in both consumer and b2b companies. She was an early employee of proptech company VTS before founding Loop, a two-sided marketplace allowing tenants of multifamily residential buildings to leverage their collective buying power when purchasing services and products for the home.  Andrea holds a B.A. from the University of Pennsylvania where she majored in Philosophy, Politics and Economics.",Partner,Basecamp Fund,"Seed, Secondary Market, Convertible Note",Investment Partner,West Coast,@andreafunsten,https://www.linkedin.com/in/andreafunsten/,10,2
Jayni Shah,"Jayni is an early stage venture capital investor focused on fintech, SaaS, digital health and consumer businesses. She was previously on the Corp Dev & Strategy team at PayPal. She started her career in investment banking in NYC before catching the technology bug and moving to San Francisco. ",Investor,Accomplice Ventures,"Seed, Early Stage Venture, Venture","Individual/Angel, Investment Partner","San Francisco Bay Area, Silicon Valley, West Coast",https://twitter.com/shahjayni,-,9,0
Lauren Flanagan,Lifelong entrepreneur turned professional angel investor and strategic advisor,Angel investment and Strategic Advisor,BELLE Capital USA and Bitesize Solutions,"Early Stage Venture, Seed",Investment Partner,"Great Lakes, Midwestern US",@LFlanagan,www.bellevc.com,40,3
Carla Dearing,"Three-time founder, most recently for Sum180, fintech company. Now investor and adviser for underrepresented founders and communities.",Partner,Velo Group,Early Stage Venture,Individual/Angel,Midwestern US,https://twitter.com/Carladearing,velo-ventures.com,5,2
Alex Moore,"Corporate Development, M&A, and Strategy executive with 10+ years of experience executing domestic and cross-border acquisitions, investments, and strategic initiatives with a focus on consumer internet and digital media. ",Strategic Initiatives + New Ventures ,Amazon ,"Seed, Early Stage Venture",Individual/Angel,San Francisco Bay Area,https://twitter.com/akmoore13,NA,8,0
Amelia Townsend,5 years in consumer Venture Capital at Unilever Ventures and Burda Principal Investments. Focussed on consumer health and future of work. Based in London but investing across US.,Principal at Burda Principal Investments,Burda Principal Investments,Seed,Individual/Angel,East Coast,@ameliatigg,https://uk.linkedin.com/in/amelia-townsend-085b049a,6,0
Calanthia Mei,"Calanthia is a FinTech operator and investor. She currently leads strategy at Fast, an early-stage fintech company bringing 1-click, passwordless checkout to the entire Internet. She was previously a FinTech venture capital investor at PayPal Ventures, where she joined as the 2nd full-time hire in 2017. She is passionate about financial inclusion, politics and diversity in VC and entrepreneurship. Calanthia sits on the board of SoGal, the largest global platform for the education and empowerment of the next generation of diverse funders and founders with presence in 50+ communities around the globe.
",Director of Strategy,Fast,"Seed, Venture, Early Stage Venture",Individual/Angel,San Francisco Bay Area,https://twitter.com/calanthiaaa,https://twitter.com/calanthiaaa,20,0
Jane Lippencott,"I found Bitcoin in high school, worked in VC, and joined the founding team of a privacy oriented cryptocurrency in 2016. I now focus on crypto investing at Winklevoss Capital, family office of Tyler and Cameron Winklevoss. I'm interested in startups working in the crypto + blockchain spaces. The ""exits"" number below is confusing because I have only invested in tokens.",Investor ,Winklevoss Capital ,"Seed, Initial Coin Offering, Early Stage Venture","Individual/Angel, Investment Partner",San Francisco Bay Area,janehk,N/A,18,1
Ellen Levy,"Ellen is Founding Managing Director of Silicon Valley Connect.  She spends much of her time actively managing a portfolio of 50+ startups either as an angel investor or advisory board member.  Additionally, she serves on the Board of commercial real estate finance company Walker & Dunlop (NYSE: WD) and social network for military and veterans company Rallypoint. She is a Senior Advisor to the President of Arizona State University, named the “most innovative” US university by US News & World Report for the past five years.

Over her career, Ellen has held formal roles in venture capital (Softbank; NeoCarta; DFJ), startups (WhoWhere, sold to Lycos; Softbook Press, sold to Gemstar; LinkedIn, LNKD, sold to Microsoft), technology think tanks (Interval Research), large corporations (Apple Computer, AAPL; PriceWaterhouse Coopers), and universities (Harvard University; Stanford University, Arizona State University).
","Angel Investing, Boards & Advisory",Silicon Valley Connect,Early Stage Venture,Individual/Angel,San Francisco Bay Area,ellenlevy,www.linkedin.com/in/ellenlevy,80,20
Kimberly Davis King,Kimberly King was a VC for 16 years in high tech. She currently is member of the Broadway Angels and teaches at UCSD and SDSU.,Co-Director UCSD StartR Accelerator,UCSD,"Seed, Early Stage Venture",Individual/Angel,Greater San Diego Area,https://twitter.com/kimdavisking,https://www.linkedin.com/in/kimdavisking/,12,6
Brittney Riley,"Investing at Pivotal Ventures, Angel Investor, Female Founder School Co-Founder, prev VP at Village Capital and early employee at multiple consumer tech startups",Investor,PV,Early Stage Venture,Individual/Angel,San Francisco Bay Area,@rileybrittney,brittneyriley.com,4,1
Claire Diaz-Ortiz,"investing in startups, writing books, raising humans. alum 
@twitter, @stanford, @oxfordMBA. pro-reading; anti-gluten.","VC, Author, Angel ",Magma Partners,"Seed, Early Stage Venture","Individual/Angel, Investment Partner",San Francisco Bay Area,claire,clairediazortiz.com,16,0
Michelle Kwon,Michelle is an investor with M13; ex-Airbnb,Investor,M13,"Seed, Early Stage Venture, Convertible Note, Venture",Individual/Angel,"Greater Los Angeles Area, Greater New York Area",https://twitter.com/MiSunKw,N/A,2,0
Melissa Taunton,I have worked at various tech companies in operating roles and then moved over to venture with a focus on talent and leadership development. ,Partner,NEA,Seed,Individual/Angel,San Francisco Bay Area,@MelissaTaunton,https://www.nea.com/team/melissa-taunton,8,2
Lisa Stone,"Lisa Stone is a managing director at WestRiver Group and serves on the boards of Singularity University and ProjectGlimmer.org. A co-founder and c-level entrepreneur, Lisa brings extensive operating experience working successfully across sales, product, engineering, marketing, content and community to design platforms, programs, pricing and partnerships that activate millions of people and achieve defined business goals. As a social media pioneer, Lisa has used technology to create scale consumer movements and platforms (25-127 million monthly uniques) on topics ranging from lifestyle to enterprise (BlogHer, Ellevest, Law.com, Women.com Networks, Fortune 100 clients, various advisory boards including Accompany and Rocksbox). Specialties: Storytelling with data, putting millions of dollars in the pockets of women, and advocacy for inclusivity in tech. Awards and honors include Fortune’s MPW Entrepreneur Award, Fast Company’s Most 1000 Creative People in Business 2013 and a Nieman Fellowship from Harvard University. Member of the Committee of 200, Operator Collective and Broadway Angels.

 ",Managing Director,WestRiver Group,Venture,Investment Partner,"West Coast, San Francisco Bay Area",@lisastone,https://www.linkedin.com/in/lisastonew00t/,7,2
Charles Wienbar,"Sharon currently serves as a public company director, helping traditional companies with their digital transformation. Previously she served as Hackbright Academy's CEO through it's exit, and previously invested for 15 years in software companies as a partner at ScaleVP. Before that, Sharon was senior exec at two startups and Adobe. She started her career at Bain & Company.",Board director,self,Venture,Individual/Angel,San Francisco Bay Area,@Wienbar,n/a,20,15
Theresia Gouw,"Theresia Gouw is a founding Partner of Acrew Capital, an early stage venture capital firm that recently spun out from Aspect Ventures.  In 2014, Theresia co-founded Aspect Ventures where she served as a Partner and led early investments in Cato Networks, Deserve, Exabeam, The Muse, Crew, ShieldX and PredictHQ.  Prior to Aspect, Theresia was a Managing General Partner at Accel.  

Theresia been fortunate to work with many successful companies through IPOs or acquisitions including: Forescout (FSCT), Imperva (IMPV), Trulia (TRLA), Hotel Tonight (Airbnb), Astro (Slack; WORK), LearnVest (Northwestern Mutual), Jasper Design (CDNS) and Kosmix (WMT).

Theresia is a first generation immigrant and a passionate supporter of educational causes and increasing diversity in the tech industry. Theresia was named to Forbes’ 100 Most Powerful Women list, has been recognized 8 times on the Forbes Midas List, including 2019, was named one of the 40 most influential minds in tech by Time Magazine, as well as being named to the Carnegie Corporation’s annual Distinguished Immigrants list.
",Venture Capitalist,Acrew Capital,"Seed, Early Stage Venture, Venture",Investment Partner,"West Coast, San Francisco Bay Area",@tgr,https://acrewcapital.com/team/theresia-gouw/,60,12
Becky Yang,"Becky is a growth strategist, advisor and currently operating partner at an early stage venture fund. ",Operator & Investor,Lin Lane + The Fund,"Seed, Early Stage Venture","Investment Partner, Individual/Angel",East Coast,n/a,https://www.linkedin.com/in/beckyyangprofile/,12,0
Roxy Rong,US Equity Options Trader at PEAK6 Investment. Angel Investor.,Portfolio Manager,PEAK6 Investments,"Seed, Early Stage Venture",Individual/Angel,"San Francisco Bay Area, Greater Chicago Area",https://twitter.com/Roxy_Rong,https://twotails.substack.com/,2,0
Kristin Thayer,"Kristin leads Sales and Partnerships at 1stdibs, a marketplace for luxury design, where she's focused on growing revenue. Beforehand, Kristin led Travel Partnerships at Uber, where she worked with hotels and airlines to launch new products and marketing campaigns. Prior, she was part of the Market Development team at Andreessen Horowitz, where she worked with portfolio companies to build partnerships and started the NYC office. Before Andreessen, Kristin was an early employee at Facebook, where she led partnerships for product launches, helped build the fbFund program, and led partnerships for the 2012 Olympics.

Kristin holds a BA from the University of Arizona and MBA from the Stanford Graduate School of Business.",Head of Sales and Partnerships,1stDibs,Seed,Individual/Angel,Greater New York Area,n/a,n/a,7,2
Amanda Schwartz Ramirez,"Seed/Pre-Seed, Strategy & Ops exec, 10 years in Fintech; generalist investor who helps with team / management, GTM.","Biz Ops Director, Crypto",PayPal,"Seed, Convertible Note",Individual/Angel,Greater Los Angeles Area,2livejew,www.amandaschwartz.co,15,1
Debjani Sarkar,Engineering leader with a day job to inspire an awesome team and lead the engineering effort to build and expand Data & Analytics platform to support award-winning healthcare products.  Passionate about technology and leadership and keen on supporting founders with a vision.,Director of Engineering,Nuance Communications,"Seed, Crowdfunding",Individual/Angel,East Coast,https://twitter.com/debjanis,www.linkedin.com/in/sdebjani,4,0
Kirsti Chou,"I'm an operator (sales, growth, supply chain mgmt) turned angel investor. I invest in early stage climate tech companies in the US and Europe. I care about equity and focus on representation, whether it is by investing in diverse founders or working with non-diverse founding teams to instill this value in their venture from early on.",Climate tech investors,Angel investor,"Seed, Early Stage Venture",Individual/Angel,San Francisco Bay Area,https://twitter.com/ChouKirsti,https://www.linkedin.com/in/kirstichou/,25,1
Chelsea Border,"Chelsea Border is the co-founder and Chief Data Officer of AirGarage. AirGarage is a 21st century parking operator seeking to make cities better. Chelsea is a software engineer and data analyst. While still in the early days of building AirGarage, she is available to other founders for intros or advice. ",Co-founder,AirGarage,"Seed, Early Stage Venture",Individual/Angel,San Francisco Bay Area,https://twitter.com/chelseaborderr,https://www.chelseaborder.com/,2,0
Claire Chang,"Founding Partner at igniteXL Ventures, SV based global seed fund focusing on female/diverse founding teams working to help us be beautiful, confident, and well inside out.  www.ignitexl.vc",Investor,igniteXL Ventures ,"Seed, Crowdfunding, Convertible Note, Venture, Early Stage Venture",Investment Partner,San Francisco Bay Area,ClaireSays,www.ignitexl.vc,24,0
Alicia Castillo Holley,"Thirty years as investor, 15 yrs academic research, 25 yrs founder.   I invest mostly in life sciences, and hardware. All of my investments are in US-based companies.  I run Wealthing VC Club, a boutique firm that fills rounds - last check in.  We coinvest with over 40 funds. Venezuelan, Australian, American. ",Investor,Wealthing VC Club,Early Stage Venture,Individual/Angel,San Francisco Bay Area,twitter.com/aliciacastillo,aliciacastilloholley.com,43,7
Jacqueline Kurdziel,"Former GTM operator at high-growth startups acquired by major brands (Northwestern Mutual, WeWork). Now investing and consulting with companies to help them grow.",Marketing and strategy consultant,West End Studios,"Seed, Early Stage Venture",Individual/Angel,Greater New York Area,@jqkurdziel,westend.consulting,3,3
Cara Whitehill,"Operator turned investor/advisor helping build GTM, Product, and Commercialization strategy for seed- and growth-stage B2B startups. Primarily healthcare, Fintech, future of work, and travel tech industries, and female/non-traditional founders.",Founder,Unlock Advisors,"Seed, Early Stage Venture, Convertible Note",Individual/Angel,Midwestern US,@caragpw,https://www.linkedin.com/in/carawhitehill,9,0
Kay,"Come from average household family who put herself to college; New investor with hard earned money; balancing between investing and growth, taking good investment risk for exponential growth. ",Stepping out of comfort zone and unemployed currently ,NA,"Early Stage Venture, Secondary Market, Venture, Initial Coin Offering, Debt, Convertible Note, Crowdfunding",Investment Partner,West Coast,UniqueDivineArts,none,0,0
Nkechi Iregbulem,"Early stage, fintech investor at Anthemis. Angel investor: Creator Economy, Fintech, Enterprise, Future of Work, Business-in-a-box. ",Investment Analyst,Anthemis Group,"Seed, Crowdfunding, Early Stage Venture",Individual/Angel,West Coast,https://twitter.com/nkechiiregbulem,https://medium.com/@NkechiIregbulem,11,0
Caroline Casson,"Partner at VitalizeVC, a seed fund investing in future of work and learning",VC,VitalizeVC,"Seed, Early Stage Venture","Investment Partner, Individual/Angel",San Francisco Bay Area,https://twitter.com/carolinecasson_,https://carolinescomments.com/,35,3
